id,province,provinceEn,district,districtEn,subdistrict,subdistrictEn,postalCode,provinceSlug,districtSlug,subdistrictSlug
5606,ศรีสะเกษ,Si Sa Ket,ศรีรัตนะ,Si Rattana,ศรีโนนงาม,Si Non Ngam,33240,si-sa-ket,si-rattana,si-non-ngam
5607,ศรีสะเกษ,Si Sa Ket,ศรีรัตนะ,Si Rattana,สระเยาว์,Sa Yao,33240,si-sa-ket,si-rattana,sa-yao
5608,ศรีสะเกษ,Si Sa Ket,ศรีรัตนะ,Si Rattana,สะพุง,Saphung,33240,si-sa-ket,si-rattana,saphung
5609,ศรีสะเกษ,Si Sa Ket,ศรีรัตนะ,Si Rattana,เสื่องข้าว,Sueang Khao,33240,si-sa-ket,si-rattana,sueang-khao
5610,ศรีสะเกษ,Si Sa Ket,ศิลาลาด,Sila Lat,กุง,Kung,33160,si-sa-ket,sila-lat,kung
5611,ศรีสะเกษ,Si Sa Ket,ศิลาลาด,Sila Lat,คลีกลิ้ง,Khli Kling,33160,si-sa-ket,sila-lat,khli-kling
5612,ศรีสะเกษ,Si Sa Ket,ศิลาลาด,Sila Lat,โจดม่วง,Chot Muang,33160,si-sa-ket,sila-lat,chot-muang
5613,ศรีสะเกษ,Si Sa Ket,ศิลาลาด,Sila Lat,หนองบัวดง,Nong Bua Dong,33160,si-sa-ket,sila-lat,nong-bua-dong
5614,ศรีสะเกษ,Si Sa Ket,ห้วยทับทัน,Huai Thap Than,กล้วยกว้าง,Kluai Kwang,33210,si-sa-ket,huai-thap-than,kluai-kwang
5615,ศรีสะเกษ,Si Sa Ket,ห้วยทับทัน,Huai Thap Than,จานแสนไชย,Chan Saen Chai,33210,si-sa-ket,huai-thap-than,chan-saen-chai
5616,ศรีสะเกษ,Si Sa Ket,ห้วยทับทัน,Huai Thap Than,ปราสาท,Prasat,33210,si-sa-ket,huai-thap-than,prasat
5617,ศรีสะเกษ,Si Sa Ket,ห้วยทับทัน,Huai Thap Than,ผักไหม,Phak Mai,33210,si-sa-ket,huai-thap-than,phak-mai
5618,ศรีสะเกษ,Si Sa Ket,ห้วยทับทัน,Huai Thap Than,เมืองหลวง,Mueang Luang,33210,si-sa-ket,huai-thap-than,mueang-luang
5619,ศรีสะเกษ,Si Sa Ket,ห้วยทับทัน,Huai Thap Than,ห้วยทับทัน,Huai Thap Than,33210,si-sa-ket,huai-thap-than,huai-thap-than
5620,ศรีสะเกษ,Si Sa Ket,อุทุมพรพิสัย,Uthumphon Phisai,ก้านเหลือง,Kan Lueang,33120,si-sa-ket,uthumphon-phisai,kan-lueang
5621,ศรีสะเกษ,Si Sa Ket,อุทุมพรพิสัย,Uthumphon Phisai,กำแพง,Kamphaeng,33120,si-sa-ket,uthumphon-phisai,kamphaeng
5622,ศรีสะเกษ,Si Sa Ket,อุทุมพรพิสัย,Uthumphon Phisai,ขะยูง,Khayung,33120,si-sa-ket,uthumphon-phisai,khayung
5623,ศรีสะเกษ,Si Sa Ket,อุทุมพรพิสัย,Uthumphon Phisai,แข้,Khae,33120,si-sa-ket,uthumphon-phisai,khae
5624,ศรีสะเกษ,Si Sa Ket,อุทุมพรพิสัย,Uthumphon Phisai,แขม,Khaem,33120,si-sa-ket,uthumphon-phisai,khaem
5625,ศรีสะเกษ,Si Sa Ket,อุทุมพรพิสัย,Uthumphon Phisai,โคกจาน,Khok Chan,33120,si-sa-ket,uthumphon-phisai,khok-chan
5626,ศรีสะเกษ,Si Sa Ket,อุทุมพรพิสัย,Uthumphon Phisai,โคกหล่าม,Khok Lam,33120,si-sa-ket,uthumphon-phisai,khok-lam
5627,ศรีสะเกษ,Si Sa Ket,อุทุมพรพิสัย,Uthumphon Phisai,ตาเกษ,Ta Ket,33120,si-sa-ket,uthumphon-phisai,ta-ket
5628,ศรีสะเกษ,Si Sa Ket,อุทุมพรพิสัย,Uthumphon Phisai,แต้,Tae,33120,si-sa-ket,uthumphon-phisai,tae
5629,ศรีสะเกษ,Si Sa Ket,อุทุมพรพิสัย,Uthumphon Phisai,ทุ่งไชย,Thung Chai,33120,si-sa-ket,uthumphon-phisai,thung-chai
5630,ศรีสะเกษ,Si Sa Ket,อุทุมพรพิสัย,Uthumphon Phisai,ปะอาว,Pa Ao,33120,si-sa-ket,uthumphon-phisai,pa-ao
5631,ศรีสะเกษ,Si Sa Ket,อุทุมพรพิสัย,Uthumphon Phisai,โพธิ์ชัย,Pho Chai,33120,si-sa-ket,uthumphon-phisai,pho-chai
5632,ศรีสะเกษ,Si Sa Ket,อุทุมพรพิสัย,Uthumphon Phisai,รังแร้ง,Rang Raeng,33120,si-sa-ket,uthumphon-phisai,rang-raeng
5633,ศรีสะเกษ,Si Sa Ket,อุทุมพรพิสัย,Uthumphon Phisai,สระกำแพงใหญ่,Sa Kamphaeng Yai,33120,si-sa-ket,uthumphon-phisai,sa-kamphaeng-yai
5634,ศรีสะเกษ,Si Sa Ket,อุทุมพรพิสัย,Uthumphon Phisai,สำโรง,Samrong,33120,si-sa-ket,uthumphon-phisai,samrong
5635,ศรีสะเกษ,Si Sa Ket,อุทุมพรพิสัย,Uthumphon Phisai,หนองห้าง,Nong Hang,33120,si-sa-ket,uthumphon-phisai,nong-hang
5636,ศรีสะเกษ,Si Sa Ket,อุทุมพรพิสัย,Uthumphon Phisai,หนองไฮ,Nong Hai,33120,si-sa-ket,uthumphon-phisai,nong-hai
5637,ศรีสะเกษ,Si Sa Ket,อุทุมพรพิสัย,Uthumphon Phisai,หัวช้าง,Hua Chang,33120,si-sa-ket,uthumphon-phisai,hua-chang
5638,ศรีสะเกษ,Si Sa Ket,อุทุมพรพิสัย,Uthumphon Phisai,อี่หล่ำ,I Lam,33120,si-sa-ket,uthumphon-phisai,i-lam
5639,สกลนคร,Sakon Nakhon,กุดบาก,Kut Bak,กุดบาก,Kut Bak,47180,sakon-nakhon,kut-bak,kut-bak
5640,สกลนคร,Sakon Nakhon,กุดบาก,Kut Bak,กุดไห,Kut Hai,47180,sakon-nakhon,kut-bak,kut-hai
5641,สกลนคร,Sakon Nakhon,กุดบาก,Kut Bak,นาม่อง,Na Mong,47180,sakon-nakhon,kut-bak,na-mong
5642,สกลนคร,Sakon Nakhon,กุสุมาลย์,Kusuman,กุสุมาลย์,Kusuman,47210,sakon-nakhon,kusuman,kusuman
5643,สกลนคร,Sakon Nakhon,กุสุมาลย์,Kusuman,นาเพียง,Na Phiang,47230,sakon-nakhon,kusuman,na-phiang
5644,สกลนคร,Sakon Nakhon,กุสุมาลย์,Kusuman,นาโพธิ์,Na Pho,47210,sakon-nakhon,kusuman,na-pho
5645,สกลนคร,Sakon Nakhon,กุสุมาลย์,Kusuman,โพธิไพศาล,Phothiphaisan,47210,sakon-nakhon,kusuman,phothiphaisan
5646,สกลนคร,Sakon Nakhon,กุสุมาลย์,Kusuman,อุ่มจาน,Um Chan,47230,sakon-nakhon,kusuman,um-chan
5647,สกลนคร,Sakon Nakhon,คำตากล้า,Kham Ta Kla,คำตากล้า,Kham Ta Kla,47250,sakon-nakhon,kham-ta-kla,kham-ta-kla
5648,สกลนคร,Sakon Nakhon,คำตากล้า,Kham Ta Kla,นาแต้,Na Tae,47250,sakon-nakhon,kham-ta-kla,na-tae
5649,สกลนคร,Sakon Nakhon,คำตากล้า,Kham Ta Kla,แพด,Phaet,47250,sakon-nakhon,kham-ta-kla,phaet
5650,สกลนคร,Sakon Nakhon,คำตากล้า,Kham Ta Kla,หนองบัวสิม,Nong Bua Sim,47250,sakon-nakhon,kham-ta-kla,nong-bua-sim
5651,สกลนคร,Sakon Nakhon,โคกศรีสุพรรณ,Khok Si Suphan,ด่านม่วงคำ,Dan Muang Kham,47280,sakon-nakhon,khok-si-suphan,dan-muang-kham
5652,สกลนคร,Sakon Nakhon,โคกศรีสุพรรณ,Khok Si Suphan,ตองโขบ,Tong Khop,47280,sakon-nakhon,khok-si-suphan,tong-khop
5653,สกลนคร,Sakon Nakhon,โคกศรีสุพรรณ,Khok Si Suphan,แมดนาท่ม,Maet Na Thom,47280,sakon-nakhon,khok-si-suphan,maet-na-thom
5654,สกลนคร,Sakon Nakhon,โคกศรีสุพรรณ,Khok Si Suphan,เหล่าโพนค้อ,Lao Phon Kho,47280,sakon-nakhon,khok-si-suphan,lao-phon-kho
5655,สกลนคร,Sakon Nakhon,เจริญศิลป์,Charoen Sin,โคกศิลา,Khok Sila,47290,sakon-nakhon,charoen-sin,khok-sila
5656,สกลนคร,Sakon Nakhon,เจริญศิลป์,Charoen Sin,เจริญศิลป์,Charoen Sin,47290,sakon-nakhon,charoen-sin,charoen-sin
5657,สกลนคร,Sakon Nakhon,เจริญศิลป์,Charoen Sin,ทุ่งแก,Thung Kae,47290,sakon-nakhon,charoen-sin,thung-kae
5658,สกลนคร,Sakon Nakhon,เจริญศิลป์,Charoen Sin,บ้านเหล่า,Ban Lao,47290,sakon-nakhon,charoen-sin,ban-lao
5659,สกลนคร,Sakon Nakhon,เจริญศิลป์,Charoen Sin,หนองแปน,Nong Paen,47290,sakon-nakhon,charoen-sin,nong-paen
5660,สกลนคร,Sakon Nakhon,เต่างอย,Tao Ngoi,จันทร์เพ็ญ,Chan Phen,47260,sakon-nakhon,tao-ngoi,chan-phen
5661,สกลนคร,Sakon Nakhon,เต่างอย,Tao Ngoi,เต่างอย,Tao Ngoi,47260,sakon-nakhon,tao-ngoi,tao-ngoi
5662,สกลนคร,Sakon Nakhon,เต่างอย,Tao Ngoi,นาตาล,Na Tan,47260,sakon-nakhon,tao-ngoi,na-tan
5663,สกลนคร,Sakon Nakhon,เต่างอย,Tao Ngoi,บึงทวาย,Bueng Thawai,47260,sakon-nakhon,tao-ngoi,bueng-thawai
5664,สกลนคร,Sakon Nakhon,นิคมน้ำอูน,Nikhom Nam Un,นิคมน้ำอูน,Nikhom Nam Un,47270,sakon-nakhon,nikhom-nam-un,nikhom-nam-un
5665,สกลนคร,Sakon Nakhon,นิคมน้ำอูน,Nikhom Nam Un,สุวรรณคาม,Suwannakham,47270,sakon-nakhon,nikhom-nam-un,suwannakham
5666,สกลนคร,Sakon Nakhon,นิคมน้ำอูน,Nikhom Nam Un,หนองบัว,Nong Bua,47270,sakon-nakhon,nikhom-nam-un,nong-bua
5667,สกลนคร,Sakon Nakhon,นิคมน้ำอูน,Nikhom Nam Un,หนองปลิง,Nong Pling,47270,sakon-nakhon,nikhom-nam-un,nong-pling
5668,สกลนคร,Sakon Nakhon,บ้านม่วง,Ban Muang,ดงหม้อทอง,Dong Mo Thong,47140,sakon-nakhon,ban-muang,dong-mo-thong
5669,สกลนคร,Sakon Nakhon,บ้านม่วง,Ban Muang,ดงหม้อทองใต้,Dong Mo Thong Tai,47140,sakon-nakhon,ban-muang,dong-mo-thong-tai
5670,สกลนคร,Sakon Nakhon,บ้านม่วง,Ban Muang,ดงเหนือ,Dong Nuea,47140,sakon-nakhon,ban-muang,dong-nuea
5671,สกลนคร,Sakon Nakhon,บ้านม่วง,Ban Muang,โนนสะอาด,Non Sa-at,47140,sakon-nakhon,ban-muang,non-sa-at
5672,สกลนคร,Sakon Nakhon,บ้านม่วง,Ban Muang,บ่อแก้ว,Bo Kaeo,47140,sakon-nakhon,ban-muang,bo-kaeo
5673,สกลนคร,Sakon Nakhon,บ้านม่วง,Ban Muang,ม่วง,Muang,47140,sakon-nakhon,ban-muang,muang
5674,สกลนคร,Sakon Nakhon,บ้านม่วง,Ban Muang,มาย,Mai,47140,sakon-nakhon,ban-muang,mai
5675,สกลนคร,Sakon Nakhon,บ้านม่วง,Ban Muang,หนองกวั่ง,Nong Kwang,47140,sakon-nakhon,ban-muang,nong-kwang
5676,สกลนคร,Sakon Nakhon,บ้านม่วง,Ban Muang,ห้วยหลัว,Huai Lua,47140,sakon-nakhon,ban-muang,huai-lua
5677,สกลนคร,Sakon Nakhon,พรรณานิคม,Phanna Nikhom,ช้างมิ่ง,Chang Ming,47130,sakon-nakhon,phanna-nikhom,chang-ming
5678,สกลนคร,Sakon Nakhon,พรรณานิคม,Phanna Nikhom,เชิงชุม,Choeng Chum,47130,sakon-nakhon,phanna-nikhom,choeng-chum
5679,สกลนคร,Sakon Nakhon,พรรณานิคม,Phanna Nikhom,นาใน,Na Nai,47130,sakon-nakhon,phanna-nikhom,na-nai
5680,สกลนคร,Sakon Nakhon,พรรณานิคม,Phanna Nikhom,นาหัวบ่อ,Na Hua Bo,47220,sakon-nakhon,phanna-nikhom,na-hua-bo
5681,สกลนคร,Sakon Nakhon,พรรณานิคม,Phanna Nikhom,บะฮี,Ba Hi,47130,sakon-nakhon,phanna-nikhom,ba-hi
5682,สกลนคร,Sakon Nakhon,พรรณานิคม,Phanna Nikhom,พรรณา,Phanna,47130,sakon-nakhon,phanna-nikhom,phanna
5683,สกลนคร,Sakon Nakhon,พรรณานิคม,Phanna Nikhom,พอกน้อย,Phok Noi,47220,sakon-nakhon,phanna-nikhom,phok-noi
5684,สกลนคร,Sakon Nakhon,พรรณานิคม,Phanna Nikhom,ไร่,Rai,47130,sakon-nakhon,phanna-nikhom,rai
5685,สกลนคร,Sakon Nakhon,พรรณานิคม,Phanna Nikhom,วังยาง,Wang Yang,47130,sakon-nakhon,phanna-nikhom,wang-yang
5686,สกลนคร,Sakon Nakhon,พรรณานิคม,Phanna Nikhom,สว่าง,Sawang,47130,sakon-nakhon,phanna-nikhom,sawang
5687,สกลนคร,Sakon Nakhon,พังโคน,Phang Khon,ต้นผึ้ง,Ton Phueng,47160,sakon-nakhon,phang-khon,ton-phueng
5688,สกลนคร,Sakon Nakhon,พังโคน,Phang Khon,พังโคน,Phang Khon,47160,sakon-nakhon,phang-khon,phang-khon
5689,สกลนคร,Sakon Nakhon,พังโคน,Phang Khon,ม่วงไข่,Muang Khai,47160,sakon-nakhon,phang-khon,muang-khai
5690,สกลนคร,Sakon Nakhon,พังโคน,Phang Khon,แร่,Rae,47160,sakon-nakhon,phang-khon,rae
5691,สกลนคร,Sakon Nakhon,พังโคน,Phang Khon,ไฮหย่อง,Hai Yong,47160,sakon-nakhon,phang-khon,hai-yong
5692,สกลนคร,Sakon Nakhon,โพนนาแก้ว,Phon Na Kaeo,เชียงสือ,Chiang Sue,47230,sakon-nakhon,phon-na-kaeo,chiang-sue
5693,สกลนคร,Sakon Nakhon,โพนนาแก้ว,Phon Na Kaeo,นาแก้ว,Na Kaeo,47230,sakon-nakhon,phon-na-kaeo,na-kaeo
5694,สกลนคร,Sakon Nakhon,โพนนาแก้ว,Phon Na Kaeo,นาตงวัฒนา,Na Tong Watthana,47230,sakon-nakhon,phon-na-kaeo,na-tong-watthana
5695,สกลนคร,Sakon Nakhon,โพนนาแก้ว,Phon Na Kaeo,บ้านแป้น,Ban Paen,47230,sakon-nakhon,phon-na-kaeo,ban-paen
5696,สกลนคร,Sakon Nakhon,โพนนาแก้ว,Phon Na Kaeo,บ้านโพน,Ban Phon,47230,sakon-nakhon,phon-na-kaeo,ban-phon
5697,สกลนคร,Sakon Nakhon,ภูพาน,Phu Phan,กกปลาซิว,Kok Pla Sio,47180,sakon-nakhon,phu-phan,kok-pla-sio
5698,สกลนคร,Sakon Nakhon,ภูพาน,Phu Phan,โคกภู,Khok Phu,47180,sakon-nakhon,phu-phan,khok-phu
5699,สกลนคร,Sakon Nakhon,ภูพาน,Phu Phan,สร้างค้อ,Sang Kho,47180,sakon-nakhon,phu-phan,sang-kho
5700,สกลนคร,Sakon Nakhon,ภูพาน,Phu Phan,หลุบเลา,Lup Lao,47180,sakon-nakhon,phu-phan,lup-lao
5701,สกลนคร,Sakon Nakhon,เมืองสกลนคร,Mueang Sakon Nakhon,ขมิ้น,Khamin,47220,sakon-nakhon,mueang-sakon-nakhon,khamin
5702,สกลนคร,Sakon Nakhon,เมืองสกลนคร,Mueang Sakon Nakhon,โคกก่อง,Khok Kong,47000,sakon-nakhon,mueang-sakon-nakhon,khok-kong
5703,สกลนคร,Sakon Nakhon,เมืองสกลนคร,Mueang Sakon Nakhon,งิ้วด่อน,Ngio Don,47000,sakon-nakhon,mueang-sakon-nakhon,ngio-don
5704,สกลนคร,Sakon Nakhon,เมืองสกลนคร,Mueang Sakon Nakhon,เชียงเครือ,Chiang Khruea,47000,sakon-nakhon,mueang-sakon-nakhon,chiang-khruea
5705,สกลนคร,Sakon Nakhon,เมืองสกลนคร,Mueang Sakon Nakhon,ดงชน,Dong Chon,47000,sakon-nakhon,mueang-sakon-nakhon,dong-chon
5706,สกลนคร,Sakon Nakhon,เมืองสกลนคร,Mueang Sakon Nakhon,ดงมะไฟ,Dong Mafai,47000,sakon-nakhon,mueang-sakon-nakhon,dong-mafai
5707,สกลนคร,Sakon Nakhon,เมืองสกลนคร,Mueang Sakon Nakhon,ท่าแร่,Tha Rae,47230,sakon-nakhon,mueang-sakon-nakhon,tha-rae
5708,สกลนคร,Sakon Nakhon,เมืองสกลนคร,Mueang Sakon Nakhon,ธาตุเชิงชุม,That Choeng Chum,47000,sakon-nakhon,mueang-sakon-nakhon,that-choeng-chum
5709,สกลนคร,Sakon Nakhon,เมืองสกลนคร,Mueang Sakon Nakhon,ธาตุนาเวง,That Na Weng,47000,sakon-nakhon,mueang-sakon-nakhon,that-na-weng
5710,สกลนคร,Sakon Nakhon,เมืองสกลนคร,Mueang Sakon Nakhon,โนนหอม,Non Hom,47000,sakon-nakhon,mueang-sakon-nakhon,non-hom
5711,สกลนคร,Sakon Nakhon,เมืองสกลนคร,Mueang Sakon Nakhon,พังขว้าง,Phang Khwang,47000,sakon-nakhon,mueang-sakon-nakhon,phang-khwang
5712,สกลนคร,Sakon Nakhon,เมืองสกลนคร,Mueang Sakon Nakhon,ม่วงลาย,Muang Lai,47000,sakon-nakhon,mueang-sakon-nakhon,muang-lai
5713,สกลนคร,Sakon Nakhon,เมืองสกลนคร,Mueang Sakon Nakhon,หนองลาด,Nong Lat,47220,sakon-nakhon,mueang-sakon-nakhon,nong-lat
5714,สกลนคร,Sakon Nakhon,เมืองสกลนคร,Mueang Sakon Nakhon,ห้วยยาง,Huai Yang,47000,sakon-nakhon,mueang-sakon-nakhon,huai-yang
5715,สกลนคร,Sakon Nakhon,เมืองสกลนคร,Mueang Sakon Nakhon,เหล่าปอแดง,Lao Po Daeng,47000,sakon-nakhon,mueang-sakon-nakhon,lao-po-daeng
5716,สกลนคร,Sakon Nakhon,เมืองสกลนคร,Mueang Sakon Nakhon,ฮางโฮง,Hang Hong,47000,sakon-nakhon,mueang-sakon-nakhon,hang-hong
5717,สกลนคร,Sakon Nakhon,วานรนิวาส,Wanon Niwat,กุดเรือคำ,Kut Ruea Kham,47120,sakon-nakhon,wanon-niwat,kut-ruea-kham
5718,สกลนคร,Sakon Nakhon,วานรนิวาส,Wanon Niwat,ขัวก่าย,Khua Kai,47120,sakon-nakhon,wanon-niwat,khua-kai
5719,สกลนคร,Sakon Nakhon,วานรนิวาส,Wanon Niwat,คอนสวรรค์,Khon Sawan,47120,sakon-nakhon,wanon-niwat,khon-sawan
5720,สกลนคร,Sakon Nakhon,วานรนิวาส,Wanon Niwat,คูสะคาม,Khu Sakham,47120,sakon-nakhon,wanon-niwat,khu-sakham
5721,สกลนคร,Sakon Nakhon,วานรนิวาส,Wanon Niwat,เดื่อศรีคันไชย,Duea Si Khan Chai,47120,sakon-nakhon,wanon-niwat,duea-si-khan-chai
5722,สกลนคร,Sakon Nakhon,วานรนิวาส,Wanon Niwat,ธาตุ,That,47120,sakon-nakhon,wanon-niwat,that
5723,สกลนคร,Sakon Nakhon,วานรนิวาส,Wanon Niwat,นาคำ,Na Kham,47120,sakon-nakhon,wanon-niwat,na-kham
5724,สกลนคร,Sakon Nakhon,วานรนิวาส,Wanon Niwat,นาซอ,Na So,47120,sakon-nakhon,wanon-niwat,na-so
5725,สกลนคร,Sakon Nakhon,วานรนิวาส,Wanon Niwat,วานรนิวาส,Wanon Niwat,47120,sakon-nakhon,wanon-niwat,wanon-niwat
5726,สกลนคร,Sakon Nakhon,วานรนิวาส,Wanon Niwat,ศรีวิชัย,Si Wichai,47120,sakon-nakhon,wanon-niwat,si-wichai
5727,สกลนคร,Sakon Nakhon,วานรนิวาส,Wanon Niwat,หนองแวง,Nong Waeng,47120,sakon-nakhon,wanon-niwat,nong-waeng
5728,สกลนคร,Sakon Nakhon,วานรนิวาส,Wanon Niwat,หนองแวงใต้,Nong Waeng Tai,47120,sakon-nakhon,wanon-niwat,nong-waeng-tai
5729,สกลนคร,Sakon Nakhon,วานรนิวาส,Wanon Niwat,หนองสนม,Nong Sanom,47120,sakon-nakhon,wanon-niwat,nong-sanom
5730,สกลนคร,Sakon Nakhon,วานรนิวาส,Wanon Niwat,อินทร์แปลง,In Plaeng,47120,sakon-nakhon,wanon-niwat,in-plaeng
5731,สกลนคร,Sakon Nakhon,วาริชภูมิ,Waritchaphum,ค้อเขียว,Kho Khiao,47150,sakon-nakhon,waritchaphum,kho-khiao
5732,สกลนคร,Sakon Nakhon,วาริชภูมิ,Waritchaphum,คำบ่อ,Kham Bo,47150,sakon-nakhon,waritchaphum,kham-bo
5733,สกลนคร,Sakon Nakhon,วาริชภูมิ,Waritchaphum,ปลาโหล,Pla Lo,47150,sakon-nakhon,waritchaphum,pla-lo
5734,สกลนคร,Sakon Nakhon,วาริชภูมิ,Waritchaphum,วาริชภูมิ,Waritchaphum,47150,sakon-nakhon,waritchaphum,waritchaphum
5735,สกลนคร,Sakon Nakhon,วาริชภูมิ,Waritchaphum,หนองลาด,Nong Lat,47150,sakon-nakhon,waritchaphum,nong-lat
5736,สกลนคร,Sakon Nakhon,สว่างแดนดิน,Sawang Daen Din,ค้อใต้,Kho Tai,47110,sakon-nakhon,sawang-daen-din,kho-tai
5737,สกลนคร,Sakon Nakhon,สว่างแดนดิน,Sawang Daen Din,คำสะอาด,Kham Sa-at,47110,sakon-nakhon,sawang-daen-din,kham-sa-at
5738,สกลนคร,Sakon Nakhon,สว่างแดนดิน,Sawang Daen Din,โคกสี,Khok Si,47110,sakon-nakhon,sawang-daen-din,khok-si
5739,สกลนคร,Sakon Nakhon,สว่างแดนดิน,Sawang Daen Din,ตาลโกน,Tan Kon,47240,sakon-nakhon,sawang-daen-din,tan-kon
5740,สกลนคร,Sakon Nakhon,สว่างแดนดิน,Sawang Daen Din,ตาลเนิ้ง,Tan Noeng,47240,sakon-nakhon,sawang-daen-din,tan-noeng
5741,สกลนคร,Sakon Nakhon,สว่างแดนดิน,Sawang Daen Din,ทรายมูล,Sai Mun,47110,sakon-nakhon,sawang-daen-din,sai-mun
5742,สกลนคร,Sakon Nakhon,สว่างแดนดิน,Sawang Daen Din,ธาตุทอง,That Thong,47240,sakon-nakhon,sawang-daen-din,that-thong
5743,สกลนคร,Sakon Nakhon,สว่างแดนดิน,Sawang Daen Din,บงใต้,Bong Tai,47110,sakon-nakhon,sawang-daen-din,bong-tai
5744,สกลนคร,Sakon Nakhon,สว่างแดนดิน,Sawang Daen Din,บงเหนือ,Bong Nuea,47110,sakon-nakhon,sawang-daen-din,bong-nuea
5745,สกลนคร,Sakon Nakhon,สว่างแดนดิน,Sawang Daen Din,บ้านต้าย,Ban Tai,47110,sakon-nakhon,sawang-daen-din,ban-tai
5746,สกลนคร,Sakon Nakhon,สว่างแดนดิน,Sawang Daen Din,บ้านถ่อน,Ban Thon,47110,sakon-nakhon,sawang-daen-din,ban-thon
5747,สกลนคร,Sakon Nakhon,สว่างแดนดิน,Sawang Daen Din,พันนา,Phan Na,47240,sakon-nakhon,sawang-daen-din,phan-na
5748,สกลนคร,Sakon Nakhon,สว่างแดนดิน,Sawang Daen Din,โพนสูง,Phon Sung,47110,sakon-nakhon,sawang-daen-din,phon-sung
5749,สกลนคร,Sakon Nakhon,สว่างแดนดิน,Sawang Daen Din,แวง,Waeng,47240,sakon-nakhon,sawang-daen-din,waeng
5750,สกลนคร,Sakon Nakhon,สว่างแดนดิน,Sawang Daen Din,สว่างแดนดิน,Sawang Daen Din,47110,sakon-nakhon,sawang-daen-din,sawang-daen-din
5751,สกลนคร,Sakon Nakhon,สว่างแดนดิน,Sawang Daen Din,หนองหลวง,Nong Luang,47110,sakon-nakhon,sawang-daen-din,nong-luang
5752,สกลนคร,Sakon Nakhon,ส่องดาว,Song Dao,ท่าศิลา,Tha Sila,47190,sakon-nakhon,song-dao,tha-sila
5753,สกลนคร,Sakon Nakhon,ส่องดาว,Song Dao,ปทุมวาปี,Pathum Wapi,47190,sakon-nakhon,song-dao,pathum-wapi
5754,สกลนคร,Sakon Nakhon,ส่องดาว,Song Dao,วัฒนา,Watthana,47190,sakon-nakhon,song-dao,watthana
5755,สกลนคร,Sakon Nakhon,ส่องดาว,Song Dao,ส่องดาว,Song Dao,47190,sakon-nakhon,song-dao,song-dao
5756,สกลนคร,Sakon Nakhon,อากาศอำนวย,Akat Amnuai,ท่าก้อน,Tha Kon,47170,sakon-nakhon,akat-amnuai,tha-kon
5757,สกลนคร,Sakon Nakhon,อากาศอำนวย,Akat Amnuai,นาฮี,Na Hi,47170,sakon-nakhon,akat-amnuai,na-hi
5758,สกลนคร,Sakon Nakhon,อากาศอำนวย,Akat Amnuai,บะหว้า,Ba Wa,47170,sakon-nakhon,akat-amnuai,ba-wa
5759,สกลนคร,Sakon Nakhon,อากาศอำนวย,Akat Amnuai,โพนงาม,Phon Ngam,47170,sakon-nakhon,akat-amnuai,phon-ngam
5760,สกลนคร,Sakon Nakhon,อากาศอำนวย,Akat Amnuai,โพนแพง,Phon Phaeng,47170,sakon-nakhon,akat-amnuai,phon-phaeng
5761,สกลนคร,Sakon Nakhon,อากาศอำนวย,Akat Amnuai,วาใหญ่,Wa Yai,47170,sakon-nakhon,akat-amnuai,wa-yai
5762,สกลนคร,Sakon Nakhon,อากาศอำนวย,Akat Amnuai,สามัคคีพัฒนา,Samakkhi Phatthana,47170,sakon-nakhon,akat-amnuai,samakkhi-phatthana
5763,สกลนคร,Sakon Nakhon,อากาศอำนวย,Akat Amnuai,อากาศ,Akat,47170,sakon-nakhon,akat-amnuai,akat
5764,สงขลา,Songkhla,กระแสสินธุ์,Krasae Sin,กระแสสินธุ์,Krasae Sin,90270,songkhla,krasae-sin,krasae-sin
5765,สงขลา,Songkhla,กระแสสินธุ์,Krasae Sin,เกาะใหญ่,Ko Yai,90270,songkhla,krasae-sin,ko-yai
5766,สงขลา,Songkhla,กระแสสินธุ์,Krasae Sin,เชิงแส,Choeng Sae,90270,songkhla,krasae-sin,choeng-sae
5767,สงขลา,Songkhla,กระแสสินธุ์,Krasae Sin,โรง,Rong,90270,songkhla,krasae-sin,rong
5768,สงขลา,Songkhla,คลองหอยโข่ง,Khlong Hoi Khong,คลองหลา,Khlong La,90110,songkhla,khlong-hoi-khong,khlong-la
5769,สงขลา,Songkhla,คลองหอยโข่ง,Khlong Hoi Khong,คลองหอยโข่ง,Khlong Hoi Khong,90230,songkhla,khlong-hoi-khong,khlong-hoi-khong
5770,สงขลา,Songkhla,คลองหอยโข่ง,Khlong Hoi Khong,โคกม่วง,Khok Muang,90115,songkhla,khlong-hoi-khong,khok-muang
5771,สงขลา,Songkhla,คลองหอยโข่ง,Khlong Hoi Khong,โคกม่วง,Khok Muang,90230,songkhla,khlong-hoi-khong,khok-muang
5772,สงขลา,Songkhla,คลองหอยโข่ง,Khlong Hoi Khong,ทุ่งลาน,Thung Lan,90230,songkhla,khlong-hoi-khong,thung-lan
5773,สงขลา,Songkhla,ควนเนียง,Khuan Niang,ควนโส,Khuan So,90220,songkhla,khuan-niang,khuan-so
5774,สงขลา,Songkhla,ควนเนียง,Khuan Niang,บางเหรียง,Bang Riang,90220,songkhla,khuan-niang,bang-riang
5775,สงขลา,Songkhla,ควนเนียง,Khuan Niang,รัตภูมิ,Rattaphum,90220,songkhla,khuan-niang,rattaphum
