id	districtId	name	nameEn	slug
3112	422	ลาดสวาย	Lat Sawai	lat-sawai
3113	422	ลำไทร	Lam Sai	lam-sai
3114	422	ลำลูกกา	Lum Luk Ka	lum-luk-ka
3115	423	กระแชง	Krachaeng	krachaeng
3116	423	คลองควาย	Khlong Khwai	khlong-khwai
3117	423	เชียงรากน้อย	Chiang Rak Noi	chiang-rak-noi
3118	423	เชียงรากใหญ่	Chiang Rak Yai	chiang-rak-yai
3119	423	ท้ายเกาะ	Thai Ko	thai-ko
3120	423	บางกระบือ	Bang Krabue	bang-krabue
3121	423	บางเตย	Bang Toei	bang-toei
3122	423	บางโพธิ์เหนือ	Bang Pho Nuea	bang-pho-nuea
3123	423	บ้านงิ้ว	Ban Ngio	ban-ngio
3124	423	บ้านปทุม	Ban Pathum	ban-pathum
3125	423	สามโคก	Sam Khok	sam-khok
3126	424	นพรัตน์	Noppharat	noppharat
3127	424	บึงกาสาม	Bueng Ka Sam	bueng-ka-sam
3128	424	บึงชำอ้อ	Bueng Cham O	bueng-cham-o
3129	424	บึงบอน	Bueng Bon	bueng-bon
3130	424	บึงบา	Bueng Ba	bueng-ba
3131	424	ศาลาครุ	Sala Khru	sala-khru
3132	424	หนองสามวัง	Nong Sam Wang	nong-sam-wang
3133	425	กุยบุรี	Kui Buri	kui-buri
3134	425	กุยเหนือ	Kui Nuea	kui-nuea
3135	425	เขาแดง	Khao Daeng	khao-daeng
3136	425	ดอนยายหนู	Don Yai Nu	don-yai-nu
3137	425	สามกระทาย	Sam Krathai	sam-krathai
3138	425	หาดขาม	Hat Kham	hat-kham
3139	426	เขาล้าน	Khao Lan	khao-lan
3140	426	ทับสะแก	Thap Sakae	thap-sakae
3141	426	นาหูกวาง	Na Hu Kwang	na-hu-kwang
3142	426	แสงอรุณ	Saeng Arun	saeng-arun
3143	426	ห้วยยาง	Huai Yang	huai-yang
3144	426	อ่างทอง	Ang Thong	ang-thong
3145	427	กำเนิดนพคุณ	Kamnoet Nopphakhun	kamnoet-nopphakhun
3146	427	ชัยเกษม	Chai Kasem	chai-kasem
3147	427	ทองมงคล	Thong Mongkhon	thong-mongkhon
3148	427	ธงชัย	Thong Chai	thong-chai
3149	427	พงศ์ประศาสน์	Phong Prasat	phong-prasat
3150	427	แม่รำพึง	Mae Ramphueng	mae-ramphueng
3151	427	ร่อนทอง	Ron Thong	ron-thong
3152	428	ช้างแรก	Chang Raek	chang-raek
3153	428	ไชยราช	Chai Rat	chai-rat
3154	428	ทรายทอง	Sai Thong	sai-thong
3155	428	บางสะพาน	Bang Saphan	bang-saphan
3156	428	ปากแพรก	Pak Phraek	pak-phraek
3157	429	เขาจ้าว	Khao Chao	khao-chao
3158	429	เขาน้อย	Khao Noi	khao-noi
3159	429	ปราณบุรี	Pran Buri	pran-buri
3160	429	ปากน้ำปราณ	Pak Nam Pran	pak-nam-pran
3161	429	วังก์พง	Wang Phong	wang-phong
3162	429	หนองตาแต้ม	Nong Ta Taem	nong-ta-taem
3163	430	เกาะหลัก	Ko Lak	ko-lak
3164	430	คลองวาฬ	Khlong Wan	khlong-wan
3165	430	บ่อนอก	Bo Nok	bo-nok
3166	430	ประจวบคีรีขันธ์	Prachuap Khiri Khan	prachuap-khiri-khan
3167	430	ห้วยทราย	Huai Sai	huai-sai
3168	430	อ่าวน้อย	Ao Noi	ao-noi
3169	431	ไร่เก่า	Rai Kao	rai-kao
3170	431	ไร่ใหม่	Rai Mai	rai-mai
3171	431	ศาลาลัย	Salalai	salalai
3172	431	ศิลาลอย	Sila Loi	sila-loi
3173	431	สามร้อยยอด	Sam Roi Yot	sam-roi-yot
3174	432	ทับใต้	Thap Tai	thap-tai
3175	432	บึงนคร	Bueng Nakhon	bueng-nakhon
3176	432	หนองแก	Nong Kae	nong-kae
3177	432	หนองพลับ	Nong Phlap	nong-phlap
3178	432	ห้วยสัตว์ใหญ่	Huai Sat Yai	huai-sat-yai
3179	432	หัวหิน	Hua Hin	hua-hin
3180	432	หินเหล็กไฟ	Hin Lek Fai	hin-lek-fai
3181	433	กบินทร์	Kabin	kabin
3182	433	เขาไม้แก้ว	Khao Mai Kaeo	khao-mai-kaeo
3183	433	นนทรี	Nonsi	nonsi
3184	433	นาแขม	Na Khaem	na-khaem
3185	433	บ่อทอง	Bo Thong	bo-thong
3186	433	บ้านนา	Ban Na	ban-na
3187	433	เมืองเก่า	Mueang Kao	mueang-kao
3188	433	ย่านรี	Yan Ri	yan-ri
3189	433	ลาดตะเคียน	Lat Takhian	lat-takhian
3190	433	วังดาล	Wang Dan	wang-dan
3191	433	วังตะเคียน	Wang Takhian	wang-takhian
3192	433	วังท่าช้าง	Wang Tha Chang	wang-tha-chang
3193	433	หนองกี่	Nong Ki	nong-ki
3194	433	หาดนางแก้ว	Hat Nang Kaeo	hat-nang-kaeo
3195	434	แก่งดินสอ	Kaeng Din So	kaeng-din-so
3196	434	ทุ่งโพธิ์	Thung Pho	thung-pho
3197	434	นาดี	Na Di	na-di
3198	434	บุพราหมณ์	Bu Phram	bu-phram
3199	434	สะพานหิน	Saphan Hin	saphan-hin
3200	434	สำพันตา	Sam Phan Ta	sam-phan-ta
3201	435	กระทุ่มแพ้ว	Krathum Phaeo	krathum-phaeo
3202	435	บางกระเบา	Bang Krabao	bang-krabao
3203	435	บางขาม	Bang Kham	bang-kham
3204	435	บางเตย	Bang Toei	bang-toei
3205	435	บางแตน	Bang Taen	bang-taen
3206	435	บางปลาร้า	Bang Pla Ra	bang-pla-ra
3207	435	บางพลวง	Bang Phluang	bang-phluang
3208	435	บางยาง	Bang Yang	bang-yang
3209	435	บ้านสร้าง	Ban Sang	ban-sang
3210	436	เกาะลอย	Ko Loi	ko-loi
3211	436	คำโตนด	Kham Tanot	kham-tanot
3212	436	ดงบัง	Dong Bang	dong-bang
3213	436	บ้านหอย	Ban Hoi	ban-hoi
3214	436	บุฝ้าย	Bu Fai	bu-fai
3215	436	ประจันตคาม	Prachantakham	prachantakham
3216	436	โพธิ์งาม	Pho Ngam	pho-ngam
3217	436	หนองแก้ว	Nong Kaeo	nong-kaeo
3218	436	หนองแสง	Nong Saeng	nong-saeng
3219	437	โคกไม้ลาย	Khok Mai Lai	khok-mai-lai
3220	437	ดงขี้เหล็ก	Dong Khilek	dong-khilek
3221	437	ดงพระราม	Dong Phra Ram	dong-phra-ram
3222	437	ท่างาม	Tha Ngam	tha-ngam
3223	437	เนินหอม	Noen Hom	noen-hom
3224	437	โนนห้อม	Non Hom	non-hom
3225	437	บางเดชะ	Bang Decha	bang-decha
3226	437	บางบริบูรณ์	Bang Boribun	bang-boribun
3227	437	บ้านพระ	Ban Phra	ban-phra
3228	437	ไม้เค็ด	Mai Khet	mai-khet
3229	437	รอบเมือง	Rop Mueang	rop-mueang
3230	437	วัดโบสถ์	Wat Bot	wat-bot
3231	437	หน้าเมือง	Na Mueang	na-mueang
3232	438	กรอกสมบูรณ์	Krok Sombun	krok-sombun
3233	438	ดงกระทงยาม	Dong Krathong Yam	dong-krathong-yam
3234	438	ท่าตูม	Tha Tum	tha-tum
3235	438	บางกุ้ง	Bang Kung	bang-kung
3236	438	บ้านทาม	Ban Tham	ban-tham
3237	438	ศรีมหาโพธิ	Si Maha Phot	si-maha-phot
3238	438	สัมพันธ์	Samphan	samphan
3239	438	หนองโพรง	Nong Phrong	nong-phrong
3240	438	หัวหว้า	Hua Wa	hua-wa
3241	438	หาดยาง	Hat Yang	hat-yang
3242	439	คู้ลำพัน	Khu Lam Phan	khu-lam-phan
3243	439	โคกไทย	Khok Thai	khok-thai
3244	439	โคกปีบ	Khok Pip	khok-pip
3245	439	ไผ่ชะเลือด	Phai Cha Lueat	phai-cha-lueat
3246	440	กะรุบี	Karubi	karubi
3247	440	ตะโละดือรามัน	Talo Due Raman	talo-due-raman
3248	440	ปล่องหอย	Plong Hoi	plong-hoi
3249	441	ควนโนรี	Khuan Nori	khuan-nori
3250	441	โคกโพธิ์	Khok Pho	khok-pho
3251	441	ช้างให้ตก	Chang Hai Tok	chang-hai-tok
3252	441	ทรายขาว	Sai Khao	sai-khao
3253	441	ท่าเรือ	Tha Ruea	tha-ruea
3254	441	ทุ่งพลา	Thung Phala	thung-phala
3255	441	นาเกตุ	Na Ket	na-ket
3256	441	นาประดู่	Na Pradu	na-pradu
3257	441	บางโกระ	Bang Kro	bang-kro
3258	441	ปากล่อ	Pak Lo	pak-lo
3259	441	ป่าบอน	Pa Bon	pa-bon
3260	441	มะกรูด	Makrut	makrut
3261	442	ตะโละแมะนา	Talo Maena	talo-maena
3262	442	น้ำดำ	Nam Dam	nam-dam
3263	442	ปากู	Paku	paku
3264	442	พิเทน	Phithen	phithen
3265	443	ควน	Khuan	khuan
3266	443	คอกกระบือ	Khok Krabue	khok-krabue
3267	443	ดอน	Don	don
3268	443	ท่าข้าม	Tha Kham	tha-kham
3269	443	ท่าน้ำ	Tha Nam	tha-nam
3270	443	บ้านกลาง	Ban Klang	ban-klang
3271	443	บ้านนอก	Ban Nok	ban-nok
3272	443	บ้านน้ำบ่อ	Ban Nam Bo	ban-nam-bo
3273	443	ปะนาเระ	Panare	panare
3274	443	พ่อมิ่ง	Pho Ming	pho-ming
3275	444	กระเสาะ	Kraso	kraso
3276	444	กระหวะ	Krawa	krawa
3277	444	เกาะจัน	Ko Chan	ko-chan
3278	444	ตรัง	Trang	trang
3279	444	ถนน	Thanon	thanon
3280	444	ปะโด	Pado	pado
3281	444	ปานัน	Panan	panan
3282	444	มายอ	Mayo	mayo
3283	444	ลางา	La-nga	la-nga
3284	444	ลุโบะยิไร	Lubo yilai	lubo-yilai
3285	444	สะกำ	Sakam	sakam
3286	444	สาคอใต้	Sakho Tai	sakho-tai
3287	444	สาคอบน	Sakho Bon	sakho-bon
3288	445	กะมิยอ	Kamiyo	kamiyo
3289	445	คลองมานิง	Khlong Maning	khlong-maning
3290	445	จะบังติกอ	Chabang Tiko	chabang-tiko
3291	445	ตะลุโบะ	Talubo	talubo
3292	445	ตันหยงลุโละ	Tanyong Lulo	tanyong-lulo
3293	445	บานา	Bana	bana
3294	445	บาราโหม	Bara Hom	bara-hom
3295	445	บาราเฮาะ	Bara Ho	bara-ho
3296	445	ปะกาฮะรัง	Paka Harang	paka-harang
3297	445	ปุยุด	Puyut	puyut
3298	445	รูสะมิแล	Ru Samilae	ru-samilae
3299	445	สะบารัง	Sabarang	sabarang
3300	445	อาเนาะรู	Anoru	anoru
3301	446	ป่าไร่	Pa Rai	pa-rai
3302	446	ม่วงเตี้ย	Muang Tia	muang-tia
3303	446	แม่ลาน	Mae Lan	mae-lan
3304	447	ดอนทราย	Don Sai	don-sai
3305	447	ตะโละไกรทอง	Talo Kraithong	talo-kraithong
3306	447	ไทรทอง	Sai Thong	sai-thong
3307	447	ไม้แก่น	Mai Kaen	mai-kaen
3308	448	กระโด	Krado	krado
3309	448	กอลำ	Kolam	kolam
3310	448	เขาตูม	Khao Tum	khao-tum
3311	448	คลองใหม่	Khlong Mai	khlong-mai
3312	448	ประจัน	Prachan	prachan
3313	448	ปิตูมุดี	Pitu Mudi	pitu-mudi
3314	448	เมาะมาวี	Mo Mawi	mo-mawi
3315	448	ยะรัง	Yarang	yarang
3316	448	ระแว้ง	Rawaeng	rawaeng
3317	448	วัด	Wat	wat
3318	448	สะดาวา	Sadawa	sadawa
3319	448	สะนอ	Sano	sano
3320	449	จะรัง	Charang	charang
3321	449	ตอหลัง	Tolang	tolang
3322	449	ตะโละ	Talo	talo
3323	449	ตะโละกาโปร์	Talo Kapo	talo-kapo
3324	449	ตันหยงจึงงา	Tanyong Chueng-nga	tanyong-chueng-nga
3325	449	ตันหยงดาลอ	Tanyong Dalo	tanyong-dalo
3326	449	ตาแกะ	Takae	takae
3327	449	ตาลีอายร์	Tali-ai	tali-ai
3328	449	บางปู	Bang Pu	bang-pu
3329	449	บาโลย	Baloi	baloi
3330	449	ปิยามุมัง	Piya Mumang	piya-mumang
3331	449	ปุลากง	Pulakong	pulakong
3332	449	มะนังยง	Manang Yong	manang-yong
3333	449	ยามู	Yamu	yamu
3334	449	ราตาปันยัง	Rata Panyang	rata-panyang
3335	449	สาบัน	Saban	saban
3336	449	หนองแรต	Nong Raet	nong-raet
3337	449	แหลมโพธิ์	Laem Pho	laem-pho
3338	450	กะดุนง	Kadunong	kadunong
3339	450	ตะบิ้ง	Tabing	tabing
3340	450	ตะลุบัน	Taluban	taluban
3341	450	เตราะบอน	Tro Bon	tro-bon
3342	450	ทุ่งคล้า	Thung Khla	thung-khla
3343	450	บางเก่า	Bang Kao	bang-kao
3344	450	บือเระ	Bue Re	bue-re
3345	450	ปะเสยะวอ	Pase Yawo	pase-yawo
3346	450	แป้น	Paen	paen
3347	450	มะนังดาลำ	Manang Dalam	manang-dalam
3348	450	ละหาร	Lahan	lahan
3349	451	เกาะเปาะ	Ko Po	ko-po
3350	451	คอลอตันหยง	Kholo Tanyong	kholo-tanyong
3351	451	ดอนรัก	Don Rak	don-rak
3352	451	ดาโต๊ะ	Dato	dato
3353	451	ตุยง	Tuyong	tuyong
3354	451	ท่ากำชำ	Tha Kamcham	tha-kamcham
3355	451	บ่อทอง	Bo Thong	bo-thong
3356	451	บางเขา	Bang Khao	bang-khao
3357	451	บางตาวา	Bang Tawa	bang-tawa
3358	451	ปุโละปุโย	Pulo Puyo	pulo-puyo
3359	451	ยาบี	Yabi	yabi
3360	451	ลิปะสะโง	Lipa Sa-ngo	lipa-sa-ngo
3361	452	จำปา	Champa	champa
3362	452	ท่าเจ้าสนุก	Tha Chao Sanuk	tha-chao-sanuk
3363	452	ท่าเรือ	Tha Ruea	tha-ruea
3364	452	ท่าหลวง	Tha Luang	tha-luang
3365	452	บ้านร่อม	Ban Rom	ban-rom
3366	452	ปากท่า	Pak Tha	pak-tha
3367	452	โพธิ์เอน	Pho En	pho-en
3368	452	วังแดง	Wang Daeng	wang-daeng
3369	452	ศาลาลอย	Sala Loi	sala-loi
3370	452	หนองขนาก	Nong Khanak	nong-khanak
3371	453	คลองสะแก	Khlong Sakae	khlong-sakae
3372	453	ท่าช้าง	Tha Chang	tha-chang
3373	453	นครหลวง	Nakhon Luang	nakhon-luang
3374	453	บ่อโพง	Bo Phong	bo-phong
3375	453	บางพระครู	Bang Phra Khru	bang-phra-khru
3376	453	บางระกำ	Bang Rakam	bang-rakam
3377	453	บ้านชุ้ง	Ban Chung	ban-chung
3378	453	ปากจั่น	Pak Chan	pak-chan
3379	453	พระนอน	Phra Non	phra-non
3380	453	แม่ลา	Mae La	mae-la
3381	453	สามไถ	Sam Thai	sam-thai
3382	453	หนองปลิง	Nong Pling	nong-pling
3383	454	แก้วฟ้า	Kaeo Fa	kaeo-fa
3384	454	เต่าเล่า	Tao Lao	tao-lao
3385	454	เทพมงคล	Thep Mongkhon	thep-mongkhon
3386	454	บางซ้าย	Bang Sai	bang-sai
3387	454	ปลายกลัด	Plai Klat	plai-klat
3388	454	วังพัฒนา	Wang Phatthana	wang-phatthana
3389	455	กกแก้วบูรพา	Kok Kaeo Burapha	kok-kaeo-burapha
3390	455	กระแชง	Krachaeng	krachaeng
3391	455	แคตก	Khae Tok	khae-tok
3392	455	แคออก	Khae Ok	khae-ok
3393	455	โคกช้าง	Khok Chang	khok-chang
3394	455	ช้างน้อย	Chang Noi	chang-noi
3395	455	ช่างเหล็ก	Chang Lek	chang-lek
3396	455	ช้างใหญ่	Chang Yai	chang-yai
3397	455	เชียงรากน้อย	Chiang Rak Noi	chiang-rak-noi
3398	455	บางไทร	Bang Sai	bang-sai
3399	455	บางพลี	Bang Phli	bang-phli
3400	455	บางยี่โท	Bang Yi Tho	bang-yi-tho
3401	455	บ้านกลึง	Ban Klueng	ban-klueng
3402	455	บ้านเกาะ	Ban Ko	ban-ko
3403	455	บ้านแป้ง	Ban Paeng	ban-paeng
3404	455	บ้านม้า	Ban Ma	ban-ma
3405	455	ไผ่พระ	Phai Phra	phai-phra
3406	455	โพแตง	Pho Taeng	pho-taeng
3407	455	ไม้ตรา	Mai Tra	mai-tra
3408	455	ราชคราม	Ratchakhram	ratchakhram
3409	455	สนามชัย	Sanam Chai	sanam-chai
3410	455	หน้าไม้	Na Mai	na-mai
3411	455	ห่อหมก	Homok	homok
3412	456	กบเจา	Kop Chao	kop-chao
3413	456	ทางช้าง	Thang Chang	thang-chang
3414	456	ไทรน้อย	Sai Noi	sai-noi
3415	456	น้ำเต้า	Nam Tao	nam-tao
3416	456	บางชะนี	Bang Chani	bang-chani
3417	456	บางบาล	Bang Ban	bang-ban
3418	456	บางหลวง	Bang Luang	bang-luang
3419	456	บางหลวงโดด	Bang Luang Dot	bang-luang-dot
3420	456	บางหัก	Bang Hak	bang-hak
3421	456	บ้านกุ่ม	Ban Kum	ban-kum
3422	456	บ้านคลัง	Ban Khlang	ban-khlang
3423	456	พระขาว	Phra Khao	phra-khao
3424	456	มหาพราหมณ์	Maha Phram	maha-phram
3425	456	วัดตะกู	Wat Taku	wat-taku
3426	456	วัดยม	Wat Yom	wat-yom
3427	456	สะพานไทย	Saphan Thai	saphan-thai
3428	457	ขยาย	Khayai	khayai
3429	457	ขวัญเมือง	Khwan Mueang	khwan-mueang
3430	457	ตานิม	Ta Nim	ta-nim
3431	457	ตาลเอน	Tan En	tan-en
3432	457	ทับน้ำ	Thap Nam	thap-nam
3433	457	ทางกลาง	Thang Klang	thang-klang
3434	457	บางเดื่อ	Bang Duea	bang-duea
3435	457	บางนางร้า	Bang Nang Ra	bang-nang-ra
3436	457	บางปะหัน	Bang Pahan	bang-pahan
3437	457	บางเพลิง	Bang Phloeng	bang-phloeng
3438	457	บ้านขล้อ	Ban Khlo	ban-khlo
3439	457	บ้านม้า	Ban Ma	ban-ma
3440	457	บ้านลี่	Ban Li	ban-li
3441	457	พุทเลา	Phut Lao	phut-lao
3442	457	โพธิ์สามต้น	Pho Sam Ton	pho-sam-ton
3443	457	เสาธง	Sao Thong	sao-thong
3444	457	หันสัง	Han Sang	han-sang
3445	458	เกาะเกิด	Ko Koet	ko-koet
3446	458	ขนอนหลวง	Khanon Luang	khanon-luang
3447	458	คลองจิก	Khlong Chik	khlong-chik
3448	458	คุ้งลาน	Khung Lan	khung-lan
3449	458	เชียงรากน้อย	Chiang Rak Noi	chiang-rak-noi
3450	458	ตลาดเกรียบ	Talat Kriap	talat-kriap
3451	458	ตลิ่งชัน	Taling Chan	taling-chan
3452	458	บางกระสั้น	Bang Krasan	bang-krasan
3453	458	บางประแดง	Bang Pradaeng	bang-pradaeng
3454	458	บ้านกรด	Ban Krot	ban-krot
3455	458	บ้านแป้ง	Ban Paeng	ban-paeng
3456	458	บ้านพลับ	Ban Phlap	ban-phlap
3457	458	บ้านโพ	Ban Pho	ban-pho
3458	458	บ้านเลน	Ban Len	ban-len
3459	458	บ้านสร้าง	Ban Sang	ban-sang
3460	458	บ้านหว้า	Ban Wa	ban-wa
3461	458	วัดยม	Wat Yom	wat-yom
3462	458	สามเรือน	Sam Ruean	sam-ruean
3463	459	คลองน้อย	Khlong Noi	khlong-noi
3464	459	บ้านแพรก	Ban Phraek	ban-phraek
3465	459	บ้านใหม่	Ban Mai	ban-mai
3466	459	สองห้อง	Song Hong	song-hong
3467	459	สำพะเนียง	Sam Phaniang	sam-phaniang
3468	460	กุฎี	Kudi	kudi
3469	460	โคกช้าง	Khok Chang	khok-chang
3470	460	จักราช	Chakkarat	chakkarat
3471	460	ดอนลาน	Don Lan	don-lan
3472	460	ตาลาน	Ta Lan	ta-lan
3473	460	ท่าดินแดง	Tha Din Daeng	tha-din-daeng
3474	460	นาคู	Na Khu	na-khu
3475	460	บ้านแค	Ban Khae	ban-khae
3476	460	บ้านใหญ่	Ban Yai	ban-yai
3477	460	ผักไห่	Phak Hai	phak-hai
3478	460	ลาดชิด	Lat Chit	lat-chit
3479	460	ลาดน้ำเค็ม	Lat Nam Khem	lat-nam-khem
3480	460	ลำตะเคียน	Lam Takhian	lam-takhian
3481	460	หนองน้ำใหญ่	Nong Nam Yai	nong-nam-yai
3482	460	หน้าโคก	Na Khok	na-khok
3483	460	อมฤต	Ammarit	ammarit
3484	461	กะมัง	Kamang	kamang
3485	461	เกาะเรียน	Ko Rian	ko-rian
3486	461	คลองตะเคียน	Khlong Takhian	khlong-takhian
3487	461	คลองสระบัว	Khlong Sa Bua	khlong-sa-bua
3488	461	คลองสวนพลู	Khlong Suan Phlu	khlong-suan-phlu
3489	461	ท่าวาสุกรี	Tha Wasukri	tha-wasukri
3490	461	บ้านเกาะ	Ban Ko	ban-ko
3491	461	บ้านป้อม	Ban Pom	ban-pom
3492	461	บ้านรุน	Ban Run	ban-run
3493	461	บ้านใหม่	Ban Mai	ban-mai
3494	461	ประตูชัย	Pratu Chai	pratu-chai
3495	461	ปากกราน	Pak Kran	pak-kran
3496	461	ไผ่ลิง	Phai Ling	phai-ling
3497	461	ภูเขาทอง	Phukhao Thong	phukhao-thong
3498	461	ลุมพลี	Lumphli	lumphli
3499	461	วัดตูม	Wat Tum	wat-tum
3500	461	สวนพริก	Suan Phrik	suan-phrik
3501	461	สำเภาล่ม	Samphao Lom	samphao-lom
3502	461	หอรัตนไชย	Ho Rattanachai	ho-rattanachai
3503	461	หันตรา	Hantra	hantra
3504	461	หัวรอ	Hua Ro	hua-ro
3505	462	กระจิว	Krachio	krachio
3506	462	โคกม่วง	Khok Muang	khok-muang
3507	462	ดอนหญ้านาง	Don Ya Nang	don-ya-nang
3508	462	ไผ่ล้อม	Phai Lom	phai-lom
3509	462	พระแก้ว	Phra Kaeo	phra-kaeo
3510	462	ภาชี	Phachi	phachi
3511	462	ระโสม	Rasom	rasom
3512	462	หนองน้ำใส	Nong Nam Sai	nong-nam-sai
3513	463	กะทุ่ม	Kathum	kathum
3514	463	เจ้าปลุก	Chao Pluk	chao-pluk
3515	463	ท่าตอ	Tha To	tha-to
3516	463	น้ำเต้า	Nam Tao	nam-tao
3517	463	บางนา	Bang Na	bang-na
3518	463	บ้านขวาง	Ban Khwang	ban-khwang
3519	463	บ้านนา	Ban Na	ban-na
3520	463	บ้านใหม่	Ban Mai	ban-mai
3521	463	พิตเพียน	Phit Phian	phit-phian
3522	463	มหาราช	Maha Rat	maha-rat
3523	463	โรงช้าง	Rong Chang	rong-chang
3524	463	หัวไผ่	Hua Phai	hua-phai
3525	464	คลองพระยาบันลือ	Khlong Phraya Banlue	khlong-phraya-banlue
3526	464	คู้สลอด	Khu Salot	khu-salot
3527	464	พระยาบันลือ	Phraya Banlue	phraya-banlue
3528	464	ลาดบัวหลวง	Lat Bua Luang	lat-bua-luang
3529	464	สามเมือง	Sam Mueang	sam-mueang
3530	464	สิงหนาท	Singhanat	singhanat
3531	464	หลักชัย	Lak Chai	lak-chai
3532	465	ข้าวงาม	Khao Ngam	khao-ngam
3533	465	ชะแมบ	Chamaep	chamaep
3534	465	บ่อตาโล่	Bo ta Lo	bo-ta-lo
3535	465	พยอม	Phayom	phayom
3536	465	ลำตาเสา	Lam Ta Sao	lam-ta-sao
3537	465	ลำไทร	Lam Sai	lam-sai
3538	465	วังจุฬา	Wang Chula	wang-chula
3539	465	วังน้อย	Wang Noi	wang-noi
3540	465	สนับทึบ	Sanap Thuep	sanap-thuep
3541	465	หันตะเภา	Han Taphao	han-taphao
3542	466	เจ้าเจ็ด	Chao Chet	chao-chet
3543	466	เจ้าเสด็จ	Chao Sadet	chao-sadet
3544	466	ชายนา	Chai Na	chai-na
3545	466	ดอนทอง	Don Thong	don-thong
3546	466	บางนมโค	Bang Nom Kho	bang-nom-kho
3547	466	บ้านกระทุ่ม	Ban Krathum	ban-krathum
3548	466	บ้านแถว	Ban Thaeo	ban-thaeo
3549	466	บ้านแพน	Ban Phaen	ban-phaen
3550	466	บ้านโพธิ์	Ban Pho	ban-pho
3551	466	บ้านหลวง	Ban Luang	ban-luang
3552	466	มารวิชัย	Manwichai	manwichai
3553	466	รางจรเข้	Rang Chorakhe	rang-chorakhe
3554	466	ลาดงา	Lat Nga	lat-nga
3555	466	สามกอ	Sam Ko	sam-ko
3556	466	สามตุ่ม	Sam Tum	sam-tum
3557	466	เสนา	Sena	sena
3558	466	หัวเวียง	Hua Wiang	hua-wiang
3559	467	ข้าวเม่า	Khao Mao	khao-mao
3560	467	คานหาม	Khan Ham	khan-ham
3561	467	ธนู	Thanu	thanu
3562	467	บ้านช้าง	Ban Chang	ban-chang
3563	467	บ้านหีบ	Ban Hip	ban-hip
3564	467	โพสาวหาญ	Pho Sao Han	pho-sao-han
3565	467	สามบัณฑิต	Sam Bandit	sam-bandit
3566	467	เสนา	Sena	sena
3567	467	หนองน้ำส้ม	Nong Nam Som	nong-nam-som
3568	467	หนองไม้ซุง	Nong Mai Sung	nong-mai-sung
3569	467	อุทัย	Uthai	uthai
3570	468	จุน	Chun	chun
3571	468	ทุ่งรวงทอง	Thung Ruang Thong	thung-ruang-thong
3572	468	พระธาตุขิงแกง	Phra That Khing Kaeng	phra-that-khing-kaeng
3573	468	ลอ	Lo	lo
3574	468	หงส์หิน	Hong Hin	hong-hin
3575	468	ห้วยข้าวก่ำ	Huai Khao Kam	huai-khao-kam
3576	468	ห้วยยางขาม	Huai Yang Kham	huai-yang-kham
3577	469	เจดีย์คำ	Chedi Kham	chedi-kham
3578	469	เชียงบาน	Chiang Ban	chiang-ban
3579	469	ทุ่งผาสุข	Thung Pha Suk	thung-pha-suk
3580	469	น้ำแวน	Nam Waen	nam-waen
3581	469	ฝายกวาง	Fai Kwang	fai-kwang
3582	469	แม่ลาว	Mae Lao	mae-lao
3583	469	ร่มเย็น	Rom Yen	rom-yen
3584	469	เวียง	Wiang	wiang
3585	469	หย่วน	Yuan	yuan
3586	469	อ่างทอง	Ang Thong	ang-thong
3587	470	เชียงม่วน	Chiang Muan	chiang-muan
3588	470	บ้านมาง	Ban Mang	ban-mang
3589	470	สระ	Sa	sa
3590	471	คือเวียง	Khue Wiang	khue-wiang
3591	471	ดงสุวรรณ	Dong Suwan	dong-suwan
3592	471	ดอกคำใต้	Dok Kham Tai	dok-kham-tai
3593	471	ดอนศรีชุม	Don Si Chum	don-si-chum
3594	471	บ้านถ้ำ	Ban Tham	ban-tham
3595	471	บ้านปิน	Ban Pin	ban-pin
3596	471	บุญเกิด	Bun Koet	bun-koet
3597	471	ป่าซาง	Pa Sang	pa-sang
3598	471	สว่างอารมณ์	Sawang Arom	sawang-arom
3599	471	สันโค้ง	San Khong	san-khong
3600	471	หนองหล่ม	Nong Lom	nong-lom
3601	471	ห้วยลาน	Huai Lan	huai-lan
3602	472	ขุนควร	Khun Khuan	khun-khuan
3603	472	ควร	Khuan	khuan
3604	472	งิม	Ngim	ngim
3605	472	นาปรัง	Na Prang	na-prang
3606	472	ปง	Pong	pong
3607	472	ผาช้างน้อย	Pha Chang Noi	pha-chang-noi
3608	472	ออย	Oi	oi
3609	473	ดงเจน	Dong Chen	dong-chen
3610	473	แม่อิง	Mae Ing	mae-ing
3611	473	ห้วยแก้ว	Huai Kaeo	huai-kaeo
3612	474	เชียงแรง	Chiang Raeng	chiang-raeng
3613	474	ทุ่งกล้วย	Thung Kluai	thung-kluai
3614	474	ป่าสัก	Pa Sak	pa-sak
3615	474	ภูซาง	Phu Sang	phu-sang
3616	474	สบบง	Sop Bong	sop-bong
3617	475	จำป่าหวาย	Cham Pa Wai	cham-pa-wai
3618	475	ท่าจำปี	Tha Champi	tha-champi
3619	475	ท่าวังทอง	Tha Wang Thong	tha-wang-thong
3620	475	บ้านต๋อม	Ban Tom	ban-tom
3621	475	บ้านต๊ำ	Ban Tam	ban-tam
3622	475	บ้านตุ่น	Ban Tun	ban-tun
3623	475	บ้านสาง	Ban Sang	ban-sang
3624	475	บ้านใหม่	Ban Mai	ban-mai
